experiment,video_name,step,agent,horizon,state,qvalues,best_action,use_figures,handle_deadlocks,check_safety,init_mode,temporal_init_mode,deadlock_init_mode,deadlock_protocole,with_stay
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,0,4,"(np.int64(2), np.int64(1))","[-7.725530557207971, -8.648275251635884, -6.793465209300985, -57.648275251635866, -6.793465209300985]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,0,4,"(np.int64(1), np.int64(0))","[-58.56179249911949, -107.97617457412824, -57.648275251635866, -58.56179249911949, -8.648275251635884]",4,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,0,4,"(1, 1)","[-8.648275251635884, -58.56179249911949, -7.725530557207971, -58.56179249911949, -7.725530557207971]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,1,3,"(np.int64(1), np.int64(7))","[-498.3814306674631, -505.4687550826756, -501.5740729063483, -8.648275251635884, -1.620243491168073]",4,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,1,3,"(np.int64(2), np.int64(6))","[-7.725530557207971, -8.648275251635884, -7.751074051025773, -6.793465209300985, -487.62019824182147]",3,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,1,3,"(np.int64(1), np.int64(5))","[-7.725530557207971, -467.7650537131996, -6.793465209300985, -7.704835828104463, -8.648275251635884]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,1,3,"(1, 6)","[-8.648275251635884, -496.03415194463054, -7.725530557207971, -7.725530557207971, -494.28054261937643]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,1,3,"(np.int64(0), np.int64(6))","[-488.85497055661403, -3.196099950791794, -8.648275251635884, -489.94521395530063, -497.59536030977443]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,1,2,"(np.int64(1), np.int64(7))","[-501.60404105625616, -504.2628422257462, -504.25114148448256, -8.648275251635884, -1.0000000000000333]",4,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,1,2,"(np.int64(2), np.int64(6))","[-7.725530557207971, -8.648275251635884, -6.793465209300985, -6.793465209300985, -504.25114148448256]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,1,2,"(np.int64(1), np.int64(5))","[-7.725530557207971, -505.46344510902975, -6.793465209300985, -6.793465209300985, -8.648275251635884]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,1,2,"(1, 6)","[-8.648275251635884, -503.1641389512836, -7.725530557207971, -7.725530557207971, -501.60404105625616]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,1,2,"(np.int64(0), np.int64(6))","[-503.1641389512836, -1.0000000000000333, -8.648275251635884, -505.46344510902975, -504.2628422257462]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,1,1,"(np.int64(1), np.int64(7))","[-500.9899887772478, -500.9899900307062, -500.9899887540753, -8.648275251635884, -1.0000014601278224]",4,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,1,1,"(np.int64(2), np.int64(6))","[-7.725530557207971, -8.648275251635884, -6.793465209300985, -6.793465209300985, -500.9899887540753]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,1,1,"(np.int64(1), np.int64(5))","[-7.725530557207971, -500.9899887540753, -6.793465209300985, -6.793465209300985, -8.648275251635884]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,1,1,"(1, 6)","[-8.648275251635884, -500.9899887772478, -7.725530557207971, -7.725530557207971, -500.9899887772478]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,1,1,"(np.int64(0), np.int64(6))","[-500.9899887772478, -1.0000014601278224, -8.648275251635884, -500.9899887540753, -500.9899900307062]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,1,4,"(np.int64(1), np.int64(7))","[-58.56179249911949, -107.97617457412824, -57.648275251635866, -8.648275251635884, -58.56179249911949]",3,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,1,4,"(np.int64(2), np.int64(6))","[-7.725530557207971, -8.648275251635884, -6.793465209300985, -6.793465209300985, -57.648275251635866]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,1,4,"(np.int64(1), np.int64(5))","[-7.725530557207971, -57.648275251635866, -6.793465209300985, -6.793465209300985, -8.648275251635884]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,1,4,"(1, 6)","[-8.648275251635884, -58.56179249911949, -7.725530557207971, -7.725530557207971, -58.56179249911949]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,1,4,"(np.int64(0), np.int64(6))","[-58.56179249911949, -58.56179249911949, -8.648275251635884, -57.648275251635866, -107.97617457412824]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,2,3,"(np.int64(6), np.int64(2))","[-7.725530557207971, -6.793465209300985, -496.8643390772259, -8.648275251635884, -7.7731896497105435]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,2,3,"(np.int64(7), np.int64(1))","[-493.66218610038885, -8.648275251635884, -2.440861177714496, -501.804451978772, -494.65637566644324]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,2,3,"(np.int64(6), np.int64(0))","[-494.5376127469437, -496.6337322372245, -499.6836505174236, -2.2967750599430463, -8.648275251635884]",3,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,2,3,"(6, 1)","[-8.648275251635884, -7.725530557207971, -485.8617742141971, -485.9061977144837, -7.725530557207971]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,2,3,"(np.int64(5), np.int64(1))","[-7.725530557207971, -7.728854390408722, -8.648275251635884, -478.1829070923071, -6.793465209300985]",4,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,2,2,"(np.int64(6), np.int64(2))","[-7.725530557207971, -6.793465209300985, -503.9250273360343, -8.648275251635884, -6.793465209300985]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,2,2,"(np.int64(7), np.int64(1))","[-502.4164525659371, -8.648275251635884, -1.0000000000000333, -504.2628422257462, -503.9250273360343]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,2,2,"(np.int64(6), np.int64(0))","[-502.2738073093434, -505.01610059812674, -504.2628422257462, -1.0000000000000333, -8.648275251635884]",3,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,2,2,"(6, 1)","[-8.648275251635884, -7.725530557207971, -502.4164525659371, -502.2738073093434, -7.725530557207971]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,2,2,"(np.int64(5), np.int64(1))","[-7.725530557207971, -6.793465209300985, -8.648275251635884, -505.01610059812674, -6.793465209300985]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,2,1,"(np.int64(6), np.int64(2))","[-7.725530557207971, -6.793465209300985, -500.9899887540753, -8.648275251635884, -6.793465209300985]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,2,1,"(np.int64(7), np.int64(1))","[-500.9899887772478, -8.648275251635884, -1.0000014601278224, -500.9899900307062, -500.9899887540753]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,2,1,"(np.int64(6), np.int64(0))","[-500.9899887772478, -500.9899887540753, -500.9899900307062, -1.0000014601278224, -8.648275251635884]",3,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,2,1,"(6, 1)","[-8.648275251635884, -7.725530557207971, -500.9899887772478, -500.9899887772478, -7.725530557207971]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,2,1,"(np.int64(5), np.int64(1))","[-7.725530557207971, -6.793465209300985, -8.648275251635884, -500.9899887540753, -6.793465209300985]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,2,4,"(np.int64(6), np.int64(2))","[-7.725530557207971, -6.793465209300985, -57.648275251635866, -8.648275251635884, -6.793465209300985]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,2,4,"(np.int64(7), np.int64(1))","[-58.56179249911949, -8.648275251635884, -58.56179249911949, -107.97617457412824, -57.648275251635866]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,2,4,"(np.int64(6), np.int64(0))","[-58.56179249911949, -57.648275251635866, -107.97617457412824, -58.56179249911949, -8.648275251635884]",4,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,2,4,"(6, 1)","[-8.648275251635884, -7.725530557207971, -58.56179249911949, -58.56179249911949, -7.725530557207971]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,2,4,"(np.int64(5), np.int64(1))","[-7.725530557207971, -6.793465209300985, -8.648275251635884, -57.648275251635866, -6.793465209300985]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,3,3,"(np.int64(6), np.int64(7))","[-488.85497055661403, -487.67591208548896, -498.72541128582054, -8.648275251635884, -3.196099950791794]",4,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,3,3,"(np.int64(7), np.int64(6))","[-481.02152961174454, -8.648275251635884, -4.3472030952473615, -480.9405194101199, -500.79128375155693]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,3,3,"(np.int64(5), np.int64(6))","[-7.725530557207971, -7.751074051025773, -8.648275251635884, -6.793465209300985, -486.1405386383989]",3,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,3,3,"(np.int64(6), np.int64(5))","[-7.725530557207971, -6.793465209300985, -484.7481493398105, -7.746363922328527, -8.648275251635884]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,3,3,"(6, 6)","[-8.648275251635884, -7.725530557207971, -487.2108268366994, -7.725530557207971, -487.35153455377974]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,3,2,"(np.int64(6), np.int64(7))","[-503.1641389512836, -503.12963492796894, -504.6264913619402, -8.648275251635884, -1.0000000000000333]",4,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,3,2,"(np.int64(7), np.int64(6))","[-504.30373106429465, -8.648275251635884, -1.0000000000000333, -503.9250273360343, -504.6264913619402]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,3,2,"(np.int64(5), np.int64(6))","[-7.725530557207971, -6.793465209300985, -8.648275251635884, -6.793465209300985, -503.12963492796894]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,3,2,"(np.int64(6), np.int64(5))","[-7.725530557207971, -6.793465209300985, -503.9250273360343, -6.793465209300985, -8.648275251635884]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,3,2,"(6, 6)","[-8.648275251635884, -7.725530557207971, -504.30373106429465, -7.725530557207971, -503.1641389512836]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,3,1,"(np.int64(6), np.int64(7))","[-500.9899887772478, -500.9899887540753, -500.9899900307062, -8.648275251635884, -1.0000014601278224]",4,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,3,1,"(np.int64(7), np.int64(6))","[-500.9899887772478, -8.648275251635884, -1.0000014601278224, -500.9899887540753, -500.9899900307062]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,3,1,"(np.int64(5), np.int64(6))","[-7.725530557207971, -6.793465209300985, -8.648275251635884, -6.793465209300985, -500.9899887540753]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,3,1,"(np.int64(6), np.int64(5))","[-7.725530557207971, -6.793465209300985, -500.9899887540753, -6.793465209300985, -8.648275251635884]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,3,1,"(6, 6)","[-8.648275251635884, -7.725530557207971, -500.9899887772478, -7.725530557207971, -500.9899887772478]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,3,4,"(np.int64(6), np.int64(7))","[-58.56179249911949, -57.648275251635866, -107.97617457412824, -8.648275251635884, -58.56179249911949]",3,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,3,4,"(np.int64(7), np.int64(6))","[-58.56179249911949, -8.648275251635884, -58.56179249911949, -57.648275251635866, -107.97617457412824]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,3,4,"(np.int64(5), np.int64(6))","[-7.725530557207971, -6.793465209300985, -8.648275251635884, -6.793465209300985, -57.648275251635866]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,3,4,"(np.int64(6), np.int64(5))","[-7.725530557207971, -6.793465209300985, -57.648275251635866, -6.793465209300985, -8.648275251635884]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,0,3,4,"(6, 6)","[-8.648275251635884, -7.725530557207971, -58.56179249911949, -7.725530557207971, -58.56179249911949]",1,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,1,0,3,"(2, 1)","[-9.262869645440727, -8.648275251635884, -8.509209205243925, -500.98999956132616, -7.631841131665382]",4,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,1,0,3,"(np.int64(2), np.int64(2))","[-7.640692636053229, -7.725530557207971, -6.821081905517359, -9.291552402713517, -6.821081905517359]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,1,0,3,"(np.int64(3), np.int64(1))","[-8.414146577855071, -9.161711219202807, -7.539573355706831, -500.9899994967001, -6.772218616823119]",4,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,1,0,3,"(np.int64(1), np.int64(1))","[-8.648275251635884, -500.98999991911455, -9.10910780295042, -500.990000094942, -7.725530557207971]",4,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,1,0,3,"(np.int64(2), np.int64(0))","[-500.98999923498144, -500.98999920217483, -500.98999925242543, -1.0000001415071766, -9.169222047793122]",3,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,1,0,2,"(2, 1)","[-8.55552272034872, -8.648275251635884, -8.704496430654881, -500.99000014009187, -7.752871086462182]",4,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,1,0,2,"(np.int64(2), np.int64(2))","[-7.752871086462182, -7.725530557207971, -5.851985059899988, -8.55552272034872, -5.851985059899988]",2,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,1,0,2,"(np.int64(3), np.int64(1))","[-8.704496430654881, -8.55552272034872, -7.807991590079096, -500.9900001531221, -5.851985059899988]",4,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,1,0,2,"(np.int64(1), np.int64(1))","[-8.648275251635884, -500.99000004963455, -8.55552272034872, -500.99000014235094, -7.725530557207971]",4,True,True,True,Qstar,Qstar,Zeros,Q,True
0,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadQ_withT_rep1.mp4,1,0,2,"(np.int64(2), np.int64(0))","[-500.99000014009187, -500.99000014235094, -500.9900001531221, -1.0000000000000009, -8.55552272034872]",3,True,True,True,Qstar,Qstar,Zeros,Q,True
